competition,date_scraped,season,team,player,points,try_scored,conversion,penalty_goal,drop_goal,carries,metres_made,clean_break,defender_beaten,offload,tackle,missed_tackle,turnovers_conceded,penalty_conceded,yellow_card,red_card,lineout_throws_won
United Rugby Championship,2026-07-13,2025/26,Ospreys,Jac Morgan,10,2,,,,47,144,2,10,,72,7,5,5,1,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Jac Price,,,,,,19,15,,,,53,6,2,3,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Jack Aungier,5,1,,,,38,32,1,6,3,74,5,1,6,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Jack Boyle,,,,,,27,47,1,5,1,31,4,1,12,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Jack Brown,,,,,,27,127,1,7,,12,9,4,2,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Jack Carty,,,,,,28,81,1,7,1,49,15,4,4,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Jack Conan,5,1,,,,70,208,4,10,5,59,3,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Jack Crowley,64,2,21,3,1,49,196,3,11,2,75,9,14,2,1,,1
United Rugby Championship,2026-07-13,2025/26,Glasgow,Jack Dempsey,5,1,,,,116,412,4,19,6,75,11,7,4,1,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Jack Murphy,30,1,11,1,,40,112,2,8,1,84,37,17,8,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Jack O'Donoghue,15,3,,,,72,148,3,6,3,123,13,9,6,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Jack Oliver,,,,,,3,2,,1,,3,5,1,1,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Jack Walsh,26,2,8,,,132,574,5,24,16,87,21,16,6,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Jaco Grobbelaar,,,,,,7,13,,,,4,,2,2,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Jaco Williams,20,4,,,,26,178,3,7,3,12,8,5,1,,,1
United Rugby Championship,2026-07-13,2025/26,Cardiff,Jacob Beetham,15,3,,,,95,383,9,12,2,63,17,21,6,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Jacob Stockdale,,,,,,88,523,5,40,9,26,9,15,4,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Jacob Umaga,96,1,20,17,,95,496,6,17,7,72,27,21,1,,1,
United Rugby Championship,2026-07-13,2025/26,Zebre,Jacopo Bianchi,,,,,,23,51,,2,2,79,7,1,5,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Jacopo Trulla,15,3,,,,5,67,1,2,,9,2,2,,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Jaden Hendrikse,4,,2,,,20,70,,1,3,51,16,6,3,,,1
United Rugby Championship,2026-07-13,2025/26,Benetton,Jadin Kingi,,,,,,32,35,,3,1,47,4,1,1,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Jake Ball,,,,,,60,71,,1,,65,5,4,9,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Jake Flannery,24,2,7,,,33,148,3,5,6,34,8,14,1,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,James Benjamin,,,,,,4,,,,,7,,,,,,7
United Rugby Championship,2026-07-13,2025/26,Cardiff,James Botham,5,1,,,,66,134,2,8,6,119,9,5,5,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,James Culhane,5,1,,,,78,291,,12,4,89,7,6,2,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,James Fender,,,,,,34,25,,,,63,9,2,6,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,James Hume,10,2,,,,100,330,4,17,10,77,22,6,7,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,James Humphreys,4,,2,,,1,,,,,5,,1,1,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,James Lang,7,1,1,,,75,321,3,16,5,72,14,8,4,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,James Lowe,20,4,,,,89,503,7,18,14,28,15,17,5,1,,
United Rugby Championship,2026-07-13,2025/26,Ulster,James McCormick,,,,,,13,22,1,,,21,10,,1,,,23
United Rugby Championship,2026-07-13,2025/26,Ulster,James McKillop,,,,,,4,18,1,1,,13,1,,,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,James Ratti,15,3,,,,136,318,1,13,7,122,14,9,3,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,James Ryan,5,1,,,,67,63,,1,2,75,5,7,4,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,James Whitcombe,,,,,,6,2,,,1,10,,,,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Jamie Bhatti,,,,,,33,21,,,,42,5,2,11,,,1
United Rugby Championship,2026-07-13,2025/26,Glasgow,Jamie Dobie,35,7,,,,46,265,6,16,4,35,1,5,4,,,1
United Rugby Championship,2026-07-13,2025/26,Leinster,Jamie Osborne,10,2,,,,71,299,2,8,6,45,9,2,3,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Jamison Gibson-Park,10,2,,,,32,193,3,10,4,33,8,12,2,,,1
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Jan Serfontein,5,1,,,,14,79,,5,1,26,1,3,,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Jan-Hendrik Wessels,,,,,,52,128,1,4,,77,7,5,16,,,19
United Rugby Championship,2026-07-13,2025/26,Sharks,Jannes Potgieter,,,,,,8,18,,3,,7,,,,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Jared Rosser,15,3,,,,22,196,7,11,1,16,8,6,2,,,
United Rugby Championship,2026-07-13,2025/26,Lions,Jarod Cairns,5,1,,,,26,104,5,7,3,85,11,6,5,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Jarrod Taylor,20,4,,,,86,273,5,12,2,119,18,9,13,1,,1
United Rugby Championship,2026-07-13,2025/26,Sharks,Jason Jenkins,10,2,,,,60,129,1,1,3,75,13,8,5,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Javan Sebastian,25,5,,,,67,48,1,6,,91,13,1,16,1,,
United Rugby Championship,2026-07-13,2025/26,Munster,Jean Kleyn,5,1,,,,94,125,,3,1,133,7,8,6,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Jean Smith,38,,16,2,,27,103,3,5,3,21,7,11,1,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Jeandre Rudolph,5,1,,,,110,602,1,13,6,146,12,5,9,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Jeremy Loughman,,,,,,70,53,,3,3,134,10,7,14,,,1
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Jerry Blyth-Lafferty,,,,,,12,7,,1,2,25,3,2,1,,,15
United Rugby Championship,2026-07-13,2025/26,Leinster,Jerry Cahir,5,1,,,,39,34,,1,,60,9,1,5,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Jimmy O'Brien,25,5,,,,131,691,10,30,19,51,16,22,2,,,2
United Rugby Championship,2026-07-13,2025/26,Cardiff,Joe Cowell,,,,,,2,1,,,,2,,,,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Joe Hawkins,41,,16,3,,49,137,,9,1,74,20,11,,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Joe Hopes,,,,,,24,39,,1,,81,6,1,3,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Joe Joyce,5,1,,,,58,74,1,4,2,124,7,1,9,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Joe McCarthy,15,3,,,,67,136,1,15,6,86,3,4,6,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Joe Roberts,30,6,,,,90,374,7,17,14,89,19,13,9,2,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Joe Westwood,,,,,,4,5,,,1,12,1,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Johan Mulder,10,2,,,,43,209,5,15,4,98,16,18,6,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Johann Grobbelaar,50,10,,,,119,281,3,8,2,195,18,14,9,,,173
United Rugby Championship,2026-07-13,2025/26,Ulster,John Andrew,5,1,,,,5,10,,,,2,1,,,,,3
United Rugby Championship,2026-07-13,2025/26,Benetton,John Bryant,,,,,,12,32,1,1,2,21,5,1,1,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,John Devine,5,1,,,,30,95,2,3,,30,9,1,4,,,
United Rugby Championship,2026-07-13,2025/26,Munster,John Hodnett,25,5,,,,51,223,1,19,3,95,12,2,3,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,John McKee,,,,,,45,83,2,2,,52,5,2,4,,,40
United Rugby Championship,2026-07-13,2025/26,Munster,John Ryan,,,,,,27,15,,1,,57,4,1,9,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Johnny Matthews,25,5,,,,72,282,2,11,2,86,9,6,2,,,109
United Rugby Championship,2026-07-13,2025/26,Glasgow,Johnny Ventisei,,,,,,7,31,,,1,5,,1,,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Johnny Williams,5,1,,,,88,153,2,8,10,77,17,4,6,,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Jonathan Roche,,,,,,24,110,,4,2,39,3,1,1,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Jonny Scott,,,,,,15,42,,7,3,4,5,,,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Jordan Duggan,,,,,,26,20,,,,42,2,2,3,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Jordan Hendrikse,43,,17,3,,62,201,1,15,10,51,9,16,8,1,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Jordan Larmour,10,2,,,,31,206,5,13,1,13,5,4,5,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Jordan Morris,,,,,,6,7,,1,,27,1,2,4,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Josh Adams,35,7,,,,60,316,6,13,3,47,7,20,3,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Josh Ericson,,,,,,,,,,,1,,,,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Josh Ioane,19,3,2,,,121,569,8,41,11,94,28,13,1,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Josh Macleod,15,3,,,,64,102,1,4,4,112,12,7,10,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Josh McKay,15,3,,,,163,873,8,47,19,29,9,16,6,1,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Josh McNally,5,1,,,,98,133,1,6,2,127,13,6,14,1,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Josh Morse,,,,,,21,32,,2,2,26,2,3,4,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Josh Murphy,5,1,,,,126,217,1,1,,173,7,8,13,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Josh Wycherley,,,,,,26,19,,2,,44,7,4,5,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Josh van der Flier,20,4,,,,78,192,2,10,2,98,6,9,3,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Joshua Kenny,45,9,,,,59,435,5,14,1,34,9,13,3,,,1
United Rugby Championship,2026-07-13,2025/26,Zebre,Juan Pitinari,5,1,,,,41,39,,,1,60,5,1,10,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Juann Else,5,1,,,,2,9,,,,9,1,1,1,,,6
United Rugby Championship,2026-07-13,2025/26,Ulster,Juarno Augustus,10,2,,,,112,343,1,26,4,122,7,7,2,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Jude Postlethwaite,,,,,,74,333,5,20,14,68,13,5,2,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Jurenzo Julius,20,4,,,,53,433,8,29,1,42,16,12,2,,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Jurie Matthee,92,2,14,18,,47,279,7,19,6,42,14,14,2,1,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Keagan Johannes,50,2,14,3,1,25,216,2,9,1,22,2,13,,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Keelan Giles,25,5,,,,86,464,7,22,4,46,10,7,5,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Keiran Williams,25,5,,,,146,422,6,28,7,118,21,10,6,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Keiron Assiratti,,,,,,28,10,,,,58,7,3,19,1,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Keketso Morabe,5,1,,,,7,22,,,,5,2,1,,,,
United Rugby Championship,2026-07-13,2025/26,Lions,Kelly Mpeku,15,3,,,,39,268,5,10,5,40,5,7,1,,,1
United Rugby Championship,2026-07-13,2025/26,Scarlets,Kemsley Mathias,,,,,,86,84,,3,1,115,14,3,11,1,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Kerr Johnston,,,,,,4,15,,,,5,2,,,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Kerr Yule,,,,,,24,52,,2,,17,4,3,,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Khutha Mchunu,,,,,,4,11,,,,15,1,,2,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Kian Hire,,,,,,12,13,,,1,11,3,,4,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Kieran Hardy,25,5,,,,34,207,3,4,5,34,6,6,2,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Kirby Myhill,,,,,,3,,,,,2,1,,,,,9
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Kurt-Lee Arendse,15,3,,,,90,573,9,29,8,40,7,17,7,,,1
United Rugby Championship,2026-07-13,2025/26,Glasgow,Kyle Rowe,30,6,,,,119,804,12,49,4,70,17,20,5,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Kyle Steyn,35,7,,,,103,658,14,40,2,57,12,24,7,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Le Roux Malan,10,2,,,,18,88,1,1,3,17,2,1,,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Lee Barron,10,2,,,,45,126,2,1,2,94,4,2,6,,,68
United Rugby Championship,2026-07-13,2025/26,Sharks,Lee-Marvin Mazibuko,5,1,,,,7,4,,,,14,2,,2,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Leigh Halfpenny,,,,,,2,10,,,,4,,,,,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Leolin Zas,10,2,,,,82,560,15,35,11,58,35,20,7,1,,1
United Rugby Championship,2026-07-13,2025/26,Zebre,Leonardo Krumov,,,,,,37,50,1,3,4,98,8,7,8,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Leonardo Marin,,,,,,36,135,2,12,7,65,16,11,3,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Levi Douglas,5,1,,,,83,97,1,6,2,84,7,2,12,1,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Lewis Jones,,,,,,1,,,,,5,,,,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Lewis Lloyd,5,1,,,,35,98,2,4,,42,6,3,1,,,34
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Lewis Wells,5,1,,,,16,102,2,3,2,9,4,4,,,,1
United Rugby Championship,2026-07-13,2025/26,Cardiff,Liam Belcher,5,1,,,,136,288,2,7,,172,15,4,9,2,,135
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Liam McConnell,5,1,,,,68,140,1,6,2,147,19,7,12,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Litelihle Bester,5,1,,,,24,113,3,4,3,5,2,6,1,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Lorcan McLoughlin,,,,,,19,57,1,3,,21,2,,1,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Lorenzo Cannone,,,,,,70,199,2,8,2,76,8,6,4,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Lorenzo Pani,5,1,,,,35,181,2,7,2,9,6,15,2,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Louis Lynagh,40,8,,,,63,461,5,17,8,48,18,17,5,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Louis Werchon,5,1,,,,15,53,,2,2,21,4,2,,,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Louw Nel,,,,,,3,4,,,,4,,1,,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Luan Giliomee,5,1,,,,12,64,1,4,2,1,3,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Lions,Lubabalo Dobela,12,,3,2,,6,,,1,1,10,1,3,,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Luca Franceschetto,,,,,,9,11,,2,,14,,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Luca Morisi,,,,,,9,18,,,1,29,7,3,,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Lucas de la Rua,,,,,,,,,,,,1,,,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Luke Crosbie,,,,,,9,18,,,,16,2,1,1,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Luke Davies,10,2,,,,7,38,1,,1,18,8,2,,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Luke McGrath,5,1,,,,51,220,5,14,1,67,15,20,3,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Luke Morgan,10,2,,,,23,106,3,7,1,30,3,8,2,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Luke Scully,,,,,,1,,,,,1,,,,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Lukhanyo Am,5,1,,,,24,70,,4,3,23,5,3,3,,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Lukhanyo Vokozela,,,,,,4,14,,,,5,,,,,,10
United Rugby Championship,2026-07-13,2025/26,Glasgow,Macenzzie Duncan,10,2,,,,55,157,1,6,2,79,12,1,5,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Mack Hansen,5,1,,,,12,66,,4,1,2,1,2,,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Mackenzie Martin,,,,,,23,53,,6,,33,1,4,,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Macs Page,25,5,,,,55,236,5,17,7,63,17,17,5,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Magnus Bradbury,15,3,,,,167,477,3,22,2,176,19,14,11,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Makazole Mapimpi,20,4,,,,58,232,7,12,5,37,11,12,3,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Malakai Fekitoa,5,1,,,,94,157,,5,10,49,20,6,5,1,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Malik Faissal,10,2,,,,27,174,3,13,2,30,5,4,1,,,1
United Rugby Championship,2026-07-13,2025/26,Lions,Manuel Rass,,,,,,2,8,,1,,3,,,,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Manuel Zuliani,,,,,,30,64,1,4,2,60,8,3,7,,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Marcel Theunissen,,,,,,71,139,1,8,3,76,4,6,4,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Marcell Coetzee,25,5,,,,142,232,1,21,14,174,21,3,4,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Marco Zanon,10,2,,,,68,195,,19,9,64,8,6,2,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Marco de Witt,,,,,,7,7,,2,1,2,,1,,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Marco van Staden,15,3,,,,55,177,1,6,3,63,9,7,5,1,,26
United Rugby Championship,2026-07-13,2025/26,Benetton,Marcos Gallorini,,,,,,12,10,,,,55,7,1,7,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Marcos Gallorini,,,,,,2,2,,,,3,,,,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Marcus Rea,,,,,,15,24,,1,,19,4,2,3,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Mark Donnelly,,,,,,2,2,,,,16,2,,1,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Marnus Potgieter,,,,,,5,9,,2,,2,1,,,,,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Marnus van der Merwe,5,1,,,,59,81,,3,,97,16,2,9,,,89
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Marshall Sykes,,,,,,53,40,,1,2,109,8,3,1,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Martin Roger,27,,9,3,,45,224,2,4,6,70,15,13,4,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Marvin Orie,5,1,,,,16,8,,,,65,7,4,4,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Mason Grady,15,3,,,,59,451,8,23,4,26,17,16,2,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Matt Currie,5,1,,,,27,112,2,6,1,46,7,3,2,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Matt Dalton,,,,,,39,134,2,2,2,48,7,6,1,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Matt Davidson,,,,,,4,4,,,,1,,,,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Matt Fagerson,10,2,,,,100,242,1,6,4,126,6,6,9,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Matt Gallagher,5,1,,,,113,477,8,21,15,21,13,13,,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Matt Romao,,,,,,6,15,,,,17,3,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Matt Victory,,,,,,19,26,,,,34,2,1,1,,,21
United Rugby Championship,2026-07-13,2025/26,Zebre,Matteo Canali,,,,,,57,68,,3,1,123,14,1,5,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Matteo Nocera,10,2,,,,42,53,,2,2,67,16,2,10,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Matthew Devine,35,7,,,,25,213,5,8,,29,11,1,,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Matthew Screech,5,1,,,,62,80,,6,,59,9,6,3,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Mattia Midena,,,,,,8,4,,2,,15,,,,,,
United Rugby Championship,2026-07-13,2025/26,Sharks,Mawande Mdanda,,,,,,6,5,,1,1,7,,,1,,,
United Rugby Championship,2026-07-13,2025/26,Leinster,Max Deegan,20,4,,,,129,374,5,12,5,108,16,7,10,,1,
United Rugby Championship,2026-07-13,2025/26,Scarlets,Max Douglas,10,2,,,,61,151,1,7,6,154,14,9,13,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Max Nagy,,,,,,39,115,,4,3,27,5,2,4,,,
United Rugby Championship,2026-07-13,2025/26,Cardiff,Max Pearce,,,,,,1,,,,,,,,,,,1
United Rugby Championship,2026-07-13,2025/26,Glasgow,Max Williamson,5,1,,,,49,35,,3,1,63,6,4,3,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Michael Ala'alatoa,,,,,,48,47,,,,124,15,3,23,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Michael Milne,10,2,,,,51,45,,4,2,81,7,2,10,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Michele Lamaro,,,,,,65,92,,3,4,125,26,8,7,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Migael Prinsloo,,,,,,6,24,1,3,,6,2,1,,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Mike Haley,10,2,,,,108,582,6,24,7,32,13,15,5,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Mike Lowry,10,2,,,,85,530,7,22,11,21,7,7,5,,,
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Mikey Jones,,,,,,1,,,,,5,,,1,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Mirco Spagnolo,,,,,,41,74,1,4,2,37,2,1,3,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Mirko Belloni,10,2,,,,66,505,11,40,7,50,18,17,5,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Morgan Lloyd,,,,,,2,19,,,,4,,1,,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Morgan Morris,5,1,,,,82,216,1,8,,54,6,7,1,,,
United Rugby Championship,2026-07-13,2025/26,Ospreys,Morgan Morse,15,3,,,,84,300,4,11,4,85,11,9,6,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Mornay Smith,,,,,,23,26,,2,5,55,7,2,6,,,
United Rugby Championship,2026-07-13,2025/26,Lions,Morne Brandon,20,4,,,,35,132,1,3,,32,4,2,3,,,40
United Rugby Championship,2026-07-13,2025/26,Lions,Morne van den Berg,20,4,,,,61,221,3,12,6,86,17,14,3,,,1
United Rugby Championship,2026-07-13,2025/26,Edinburgh,Mosese Tuipulotu,5,1,,,,30,62,1,1,4,46,10,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Mpilo Gumede,15,3,,,,28,71,1,4,4,29,5,6,2,,,
United Rugby Championship,2026-07-13,2025/26,Zebre,Muhamed Hasa,,,,,,54,70,,4,,71,12,5,18,,,
United Rugby Championship,2026-07-13,2025/26,Glasgow,Murphy Walker,,,,,,20,12,,2,1,40,3,1,6,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Nahuel Tetaz Chaparro,,,,,,8,2,,,,13,,2,4,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Nama Xaba,,,,,,10,,,,,48,,2,1,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Nathan Doak,97,2,33,7,,45,223,2,6,2,81,20,9,4,1,,1
United Rugby Championship,2026-07-13,2025/26,Glasgow,Nathan McBeth,10,2,,,,35,27,,,,27,2,,9,1,,
United Rugby Championship,2026-07-13,2025/26,DHL Stormers,Neethling Fouche,,,,,,32,22,,,,91,16,1,12,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Nelson Casartelli,,,,,,4,4,,,,1,2,,1,,,
United Rugby Championship,2026-07-13,2025/26,Dragons,Niall Armstrong,,,,,,8,32,1,1,1,19,2,3,,,,
United Rugby Championship,2026-07-13,2025/26,Connacht,Niall Murray,,,,,,30,45,,,3,71,3,3,4,,,
United Rugby Championship,2026-07-13,2025/26,Munster,Niall Scannell,,,,,,43,77,1,1,1,39,3,1,2,,,47
United Rugby Championship,2026-07-13,2025/26,Leinster,Niall Smyth,,,,,,10,5,,2,,10,1,,4,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Niccolo Cannone,,,,,,49,34,,1,,74,4,1,6,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Nicholas Gasperini,15,3,,,,46,85,,2,3,53,11,6,2,,,60
United Rugby Championship,2026-07-13,2025/26,Sharks,Nick Hatton,,,,,,77,243,2,5,5,74,8,7,3,,,
United Rugby Championship,2026-07-13,2025/26,Ulster,Nick Timoney,5,1,,,,74,165,1,6,5,163,13,6,1,,,
United Rugby Championship,2026-07-13,2025/26,Lions,Nico Steyn,20,4,,,,46,174,4,12,6,54,9,6,7,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Nicolaas Janse van Rensburg,,,,,,12,19,1,3,1,53,5,6,2,,,
United Rugby Championship,2026-07-13,2025/26,Benetton,Nicolas Roger,2,,1,,,6,16,,1,,12,2,2,,,,
United Rugby Championship,2026-07-13,2025/26,Vodacom Bulls,Nizaam Carr,,,,,,32,132,,5,3,50,7,5,1,,,
